Date,State,City_country,n_killed,n_injured
"October 4, 2018",Georgia,Swainsboro,0,4
"October 3, 2018",Pennsylvania,Philadelphia,1,4
"October 3, 2018",South Carolina,Florence,2,6
"October 1, 2018",Illinois,Chicago,2,2
"September 30, 2018",California,Compton,1,3
"September 29, 2018",Florida,Orlando,1,4
"September 28, 2018",Pennsylvania,Philadelphia,2,2
"September 24, 2018",Tennessee,Memphis,3,2
"September 23, 2018",California,Bakersfield,1,4
"September 23, 2018",California,Baldwin Park,0,4
"September 22, 2018",District of Columbia,Washington,0,4
"September 22, 2018",New York,Hempstead,0,4
"September 20, 2018",Maryland,Aberdeen,4,3
"September 20, 2018",New York,Syracuse,0,5
"September 19, 2018",Wisconsin,Middleton,1,4
"September 19, 2018",Illinois,Chicago,0,4
"September 19, 2018",Pennsylvania,Masontown,1,4
"September 18, 2018",Louisiana,New Orleans (Algiers),0,4
"September 18, 2018",Tennessee,Memphis,0,4
"September 17, 2018",Maryland,Silver Spring,4,1
"September 15, 2018",Wisconsin,Milwaukee,0,4
"September 12, 2018",California,Bakersfield,6,0
"September 11, 2018",Illinois,Chicago,0,4
"September 10, 2018",Tennessee,Memphis,0,5
"September 9, 2018",Alabama,Auburn,1,4
"September 9, 2018",Florida,Jacksonville,0,4
"September 9, 2018",Illinois,Elgin,1,3
"September 7, 2018",Minnesota,Minneapolis,1,3
"September 6, 2018",Ohio,Cincinnati,4,2
"September 4, 2018",Georgia,Albany,0,4
"September 2, 2018",Arkansas,Fort Smith,0,4
"September 2, 2018",Texas,San Antonio,0,4
"September 2, 2018",Alabama,Birmingham,0,7
"September 2, 2018",New Jersey,Paterson,2,2
"September 2, 2018",California,San Bernardino,0,8
"September 2, 2018",New Jersey,Trenton,0,4
"September 1, 2018",Ohio,Cleveland,1,7
"September 1, 2018",Florida,Fort Lauderdale (Lauderhill),1,3
"August 31, 2018",Colorado,Aurora,2,3
"August 27, 2018",Arkansas,Pine Bluff,1,3
"August 26, 2018",Florida,Jacksonville,3,9
"August 26, 2018",Texas,Wichita Falls,1,3
"August 25, 2018",Virginia,Richmond,0,5
"August 25, 2018",Tennessee,Nashville,1,4
"August 23, 2018",Pennsylvania,Philadelphia,0,4
"August 23, 2018",Maryland,Baltimore,0,4
"August 22, 2018",Missouri,Saint Louis,0,4
"August 21, 2018",Tennessee,Memphis,0,4
"August 20, 2018",Tennessee,Jackson,1,4
"August 20, 2018",Ohio,Cleveland,1,3
"August 19, 2018",Illinois,Chicago,0,5
"August 18, 2018",New York,Bronx,0,4
"August 17, 2018",Illinois,Chicago,0,7
"August 15, 2018",South Carolina,Greenwood,0,5
"August 14, 2018",Pennsylvania,Wyncote,0,5
"August 12, 2018",California,Clearlake,4,1
"August 12, 2018",Pennsylvania,Pittsburgh (East Liberty),0,4
"August 11, 2018",Ohio,Columbus,0,4
"August 11, 2018",California,San Francisco,1,4
"August 11, 2018",Colorado,Thornton,1,3
"August 10, 2018",Missouri,Saint Louis,0,4
"August 10, 2018",Michigan,Detroit,0,4
"August 8, 2018",New Jersey,Paterson,0,4
"August 8, 2018",Pennsylvania,Philadelphia,2,4
"August 5, 2018",Illinois,Chicago,1,4
"August 5, 2018",Illinois,Chicago,0,4
"August 5, 2018",Illinois,Chicago,0,4
"August 5, 2018",Illinois,Chicago,0,8
"August 5, 2018",Illinois,Chicago,1,5
"August 4, 2018",Missouri,Kansas City,0,6
"August 4, 2018",Nevada,Las Vegas,0,6
"August 4, 2018",Illinois,Chicago,1,3
"August 4, 2018",Wisconsin,Milwaukee,0,4
"July 31, 2018",California,Gardena,2,3
"July 30, 2018",Georgia,Savannah,0,4
"July 30, 2018",Illinois,Chicago,0,4
"July 29, 2018",Pennsylvania,York,0,4
"July 29, 2018",Arizona,Phoenix,1,4
"July 29, 2018",Michigan,Lansing,0,4
"July 28, 2018",Louisiana,New Orleans,3,7
"July 28, 2018",California,Los Angeles,2,4
"July 27, 2018",Illinois,Chicago,0,4
"July 27, 2018",Texas,Robstown,5,0
"July 26, 2018",Ohio,Cleveland,1,6
"July 26, 2018",California,Oakland,2,2
"July 26, 2018",Texas,Dallas,0,6
"July 25, 2018",Louisiana,New Orleans,0,4
"July 23, 2018",Illinois,Chicago,0,5
"July 21, 2018",Maryland,Baltimore,0,4
"July 21, 2018",Illinois,Chicago,2,5
"July 20, 2018",Washington,Sunnyside,1,4
"July 20, 2018",New Jersey,Elizabeth,0,4
"July 18, 2018",Oklahoma,Oklahoma City,0,4
"July 16, 2018",Florida,Palm Beach Gardens (Riviera Beach),2,4
"July 16, 2018",Pennsylvania,Philadelphia,1,4
"July 16, 2018",District of Columbia,Washington,1,4
"July 15, 2018",Colorado,Denver,0,4
"July 15, 2018",Tennessee,Chattanooga,0,5
"July 14, 2018",Maryland,Fort Washington,0,4
"July 13, 2018",Virginia,Richmond,1,3
"July 12, 2018",Tennessee,Memphis,0,5
"July 11, 2018",Texas,Houston,0,4
"July 11, 2018",Florida,Reddick,0,4
"July 9, 2018",Delaware,Wilmington,5,0
"July 9, 2018",Florida,Orlando,1,4
"July 8, 2018",Alabama,Brandon,0,6
"July 8, 2018",Tennessee,Memphis,0,4
"July 7, 2018",Alabama,Wetumpka,3,2
"July 5, 2018",New York,Brooklyn,0,4
"July 5, 2018",New York,Albany,0,4
"July 5, 2018",California,Los Angeles,3,3
"July 5, 2018",Virginia,Virginia Beach,0,6
"July 5, 2018",Ohio,Lima,1,5
"July 4, 2018",Indiana,Gary,1,3
"July 4, 2018",Georgia,Atlanta,1,3
"July 3, 2018",Missouri,Saint Louis,1,5
"July 3, 2018",District of Columbia,Washington,0,4
"July 2, 2018",New York,Buffalo,2,2
"July 1, 2018",Illinois,Chicago,0,6
"June 30, 2018",Georgia,Ashburn,1,6
"June 30, 2018",Maryland,Baltimore,0,6
"June 30, 2018",New Jersey,Jersey City,0,5
"June 28, 2018",Maryland,Annapolis,5,0
"June 27, 2018",California,Oakland,1,3
"June 27, 2018",Texas,San Antonio,0,4
"June 27, 2018",Connecticut,Hartford,0,4
"June 25, 2018",Illinois,Chicago,0,6
"June 24, 2018",North Carolina,Sanford,1,6
"June 24, 2018",Florida,Punta Gorda,0,4
"June 24, 2018",Florida,Indiantown,0,4
"June 24, 2018",Florida,Palm Beach Gardens (Riviera Beach),1,3
"June 24, 2018",Indiana,Gary,1,3
"June 24, 2018",Ohio,Sandusky,0,5
"June 23, 2018",Kansas,Wichita,0,4
"June 23, 2018",Illinois,Chicago,1,4
"June 23, 2018",Tennessee,Covington,0,4
"June 22, 2018",Pennsylvania,Homestead (Munhall),1,3
"June 21, 2018",California,San Bernardino,1,3
"June 21, 2018",Louisiana,Morganza,0,4
"June 21, 2018",Illinois,Chicago,0,4
"June 20, 2018",California,Modesto,0,5
"June 19, 2018",Alabama,Huntsville,0,4
"June 18, 2018",Illinois,Bloomington,3,1
"June 18, 2018",Illinois,Chicago,2,3
"June 17, 2018",North Carolina,Charlotte,0,4
"June 17, 2018",New Jersey,Trenton,1,19
"June 17, 2018",Georgia,Macon,1,3
"June 17, 2018",Illinois,Chicago,0,4
"June 14, 2018",Pennsylvania,Philadelphia,0,4
"June 14, 2018",California,Union City,0,5
"June 14, 2018",California,Tracy,1,4
"June 14, 2018",New York,Buffalo,1,4
"June 14, 2018",Colorado,Westminster,1,3
"June 12, 2018",New York,Bronx,0,4
"June 11, 2018",Alabama,Montgomery,0,4
"June 11, 2018",Florida,Orlando,5,1
"June 10, 2018",Florida,Bradenton,1,5
"June 10, 2018",California,Valley Village,0,6
"June 10, 2018",Indiana,Indianapolis (Lawrence),1,4
"June 10, 2018",Illinois,Aurora,0,7
"June 10, 2018",Illinois,Bloomington,2,2
"June 10, 2018",Illinois,Chicago,1,5
"June 9, 2018",Massachusetts,Boston,0,4
"June 9, 2018",North Carolina,Kannapolis,0,4
"June 9, 2018",Pennsylvania,Philadelphia,1,4
"June 5, 2018",Florida,Jacksonville,3,1
"June 3, 2018",Texas,Dallas,0,5
"June 3, 2018",Illinois,Chicago,1,3
"June 2, 2018",Nebraska,Omaha,1,6
"June 2, 2018",New York,Buffalo,0,5
"May 31, 2018",South Carolina,Timmonsville,3,2
"May 27, 2018",Louisiana,Shreveport,0,4
"May 27, 2018",Colorado,Aurora,1,3
"May 25, 2018",Ohio,Cincinnati,0,4
"May 20, 2018",Indiana,Anderson,0,4
"May 20, 2018",Mississippi,Hazlehurst,1,7
"May 18, 2018",Texas,Santa Fe,10,13
"May 16, 2018",Texas,Ponder,5,1
"May 14, 2018",Maryland,Baltimore,0,4
"May 13, 2018",California,Stockton,3,2
"May 13, 2018",Mississippi,Byhalia,0,4
"May 13, 2018",California,Los Angeles,2,2
"May 12, 2018",Nebraska,Omaha,0,6
"May 12, 2018",New Jersey,Paulsboro,0,4
"May 11, 2018",Missouri,Saint Louis,0,4
"May 11, 2018",Oklahoma,Talihina,1,4
"May 9, 2018",Nebraska,Omaha,0,4
"May 9, 2018",Missouri,Saint Louis,0,4
"May 7, 2018",California,San Diego,0,5
"May 6, 2018",Oklahoma,Stillwater,0,4
"May 6, 2018",Tennessee,Memphis,2,4
"May 5, 2018",Georgia,Columbus,0,5
"May 4, 2018",North Carolina,Henderson,0,4
"May 4, 2018",Illinois,Chicago Heights,0,4
"May 2, 2018",Illinois,Chicago,1,4
"May 2, 2018",Minnesota,Minneapolis,0,6
"May 2, 2018",New York,Brooklyn,1,4
"May 1, 2018",Louisiana,New Orleans,0,5
"April 30, 2018",Florida,Pompano Beach,0,4
"April 30, 2018",District of Columbia,Washington,0,4
"April 29, 2018",Tennessee,Wartburg,0,4
"April 29, 2018",Washington,Seattle (Skyway),2,2
"April 29, 2018",North Carolina,Monroe,1,3
"April 29, 2018",Florida,West Palm Beach,1,3
"April 28, 2018",North Carolina,Maxton,0,5
"April 25, 2018",Arkansas,Pine Bluff,0,4
"April 25, 2018",Missouri,Saint Louis,3,1
"April 24, 2018",Michigan,Flint,0,4
"April 22, 2018",Louisiana,New Orleans,1,5
"April 22, 2018",Tennessee,Antioch,4,3
"April 21, 2018",Pennsylvania,Philadelphia,2,2
"April 20, 2018",California,San Francisco,1,5
"April 18, 2018",North Carolina,Asheville,4,3
"April 15, 2018",Louisiana,Shreveport,0,6
"April 9, 2018",California,Vallejo,0,4
"April 8, 2018",North Carolina,Hickory,1,3
"April 8, 2018",Florida,Miami,2,2
"April 6, 2018",Florida,Jacksonville,0,4
"April 6, 2018",Virginia,Virginia Beach,1,3
"April 4, 2018",Louisiana,New Orleans,2,2
"April 2, 2018",Texas,Houston,1,3
"April 1, 2018",Alabama,Mobile,1,4
"April 1, 2018",Michigan,Saginaw,0,5
"March 31, 2018",New Jersey,Asbury Park,0,5
"March 29, 2018",Texas,Plano,1,3
"March 29, 2018",New Jersey,Camden,0,4
"March 24, 2018",Utah,Salt Lake City (West Valley City),0,4
"March 21, 2018",California,San Francisco,1,5
"March 17, 2018",Kentucky,Louisville,0,7
"March 17, 2018",Illinois,Harvey,0,4
"March 13, 2018",Florida,Macclenny,0,4
"March 12, 2018",California,Modesto,0,4
"March 11, 2018",Illinois,Champaign,1,3
"March 11, 2018",Michigan,Saginaw,0,5
"March 11, 2018",Indiana,South Bend,0,6
"March 9, 2018",North Carolina,Wadesboro,3,1
"March 7, 2018",Alabama,Hurtsboro,2,2
"March 4, 2018",Illinois,Rockford,1,4
"March 3, 2018",Florida,Miami,0,4
"March 3, 2018",New York,Brooklyn,1,3
"February 27, 2018",Connecticut,Bridgeport,0,4
"February 26, 2018",Michigan,Detroit,5,0
"February 23, 2018",Florida,Palm Beach Gardens (Riviera Beach),1,3
"February 18, 2018",Texas,San Antonio,0,5
"February 17, 2018",Kansas,Kansas City,1,7
"February 17, 2018",Tennessee,Memphis,0,5
"February 16, 2018",Oklahoma,Oklahoma City,1,3
"February 14, 2018",Florida,Pompano Beach (Parkland),17,17
"February 13, 2018",Louisiana,New Orleans,3,3
"February 11, 2018",Michigan,Detroit,4,3
"February 10, 2018",Kentucky,Paintsville,5,0
"February 7, 2018",Florida,Lake Worth (Lantana),3,3
"February 5, 2018",Colorado,Colorado Springs,2,4
"February 3, 2018",Ohio,Cleveland (Garfield Heights),1,5
"January 31, 2018",Missouri,Saint Louis,0,4
"January 28, 2018",Pennsylvania,Melcroft,5,0
"January 28, 2018",Pennsylvania,Reading,4,0
"January 28, 2018",Indiana,Indianapolis,2,3
"January 27, 2018",California,Los Angeles,0,5
"January 27, 2018",Kentucky,Bowling Green,0,4
"January 25, 2018",District of Columbia,Washington,0,4
"January 23, 2018",Pennsylvania,Philadelphia,0,4
"January 23, 2018",Kentucky,Benton,2,14
"January 21, 2018",Florida,Orlando,0,4
"January 21, 2018",Illinois,Chicago,0,4
"January 17, 2018",District of Columbia,Washington,1,3
"January 15, 2018",Florida,Alachua,0,5
"January 14, 2018",Alabama,Eutaw,1,4
"January 14, 2018",Alabama,Madison,0,4
"January 12, 2018",Tennessee,Nashville,3,2
"January 11, 2018",Missouri,Saint Robert (St Robert),2,2
"January 7, 2018",Alabama,Union Springs,1,5
"January 7, 2018",Florida,Plantation,0,4
"January 5, 2018",Mississippi,Hattiesburg,0,6
"January 4, 2018",Arkansas,Brinkley,1,3
"January 1, 2018",Alabama,Huntsville,1,3
